subExp,govComp,idx,sentence,opt1,swapped,prodQuotN1,cond,fNoLe,n1,n2,fLe,block,opt2,introloop1.thisRepN,introloop1.thisTrialN,introloop1.thisN,introloop1.thisIndex,introloop2.thisRepN,introloop2.thisTrialN,introloop2.thisN,introloop2.thisIndex,testruns.thisRepN,testruns.thisTrialN,testruns.thisN,testruns.thisIndex,realruns.thisRepN,realruns.thisTrialN,realruns.thisN,realruns.thisIndex,key_resp_2.keys,key_resp_2.rt,rating_2.response,rating_2.rt,key_resp_3.keys,key_resp_3.rt,key_resp_4.keys,key_resp_4.rt,key_resp_5.keys,key_resp_5.rt,rating_3.response,rating_3.rt,key_resp_7.keys,key_resp_7.rt,key_resp_6.keys,key_resp_6.rt,rating.response,rating.rt,key_resp_8.keys,key_resp_8.rt,date,frameRate,expName,session,participant,
x,x,21,Die Fans __________ Fabian die Bude eingerannt.,sind,False,0.0,x,0,x,x,0,1,haben,,,,,,,,,,,,,0,11,11,11,,,,,,,,,,,,,,,,,1,8.147,7,4.05700993538,2017_Jun_20_1013,60.1424443823,split,001,116,
coll,n,5,Judith kam mit einem __________ unter dem Arm aus dem Baumarkt.,Brettbündel,False,0.45619727,coll,0,Brett,Bündel,0,1,Bretterbündel,,,,,,,,,,,,,0,12,12,12,,,,,,,,,,,,,,,,,91,8.828,4,3.80765795708,2017_Jun_20_1013,60.1424443823,split,001,116,
x,x,40,"In einer Studie wurde jetzt  __________, dass Aspirin nicht so gut wirkt wie gedacht.",bewiesen,False,0.0,x,0,x,x,0,1,nachgewiesen,,,,,,,,,,,,,0,13,13,13,,,,,,,,,,,,,,,,,50,9.41,7,2.22814202309,2017_Jun_20_1013,60.1424443823,split,001,116,
x,x,24,Am Ende von Cindys Party sah man am Horizont schon den __________ der aufgehenden Sonne,Licht-Schein,True,0.0,x,0,x,x,0,1,Lichtschein,,,,,,,,,,,,,0,14,14,14,,,,,,,,,,,,,,,,,100,9.206,2,3.90742111206,2017_Jun_20_1013,60.1424443823,split,001,116,
x,x,17,Gute Qualität hat __________ Preis.,seinen,False,0.0,x,0,x,x,0,1,ihren,,,,,,,,,,,,,0,15,15,15,,,,,,,,,,,,,,,,,0,6.236,2,6.10210204124,2017_Jun_20_1013,60.1424443823,split,001,116,
pl,y,9,Wegen der Gentrifizierung in Berlin gibt es zahlreiche __________ .,Hausabbrüche,False,0.21190723,pl,5,Haus,Abbrüche,1,1,Häuserabbrüche,,,,,,,,,,,,,0,16,16,16,,,,,,,,,,,,,,,,,73,19.982,7,8.54461598396,2017_Jun_20_1013,60.1424443823,split,001,116,
schreib,x,27,"Lara trat zur Seite, um __________.",platzzumachen,False,0.0,x,0,x,x,0,1,Platz zu machen,,,,,,,,,,,,,0,17,17,17,,,,,,,,,,,,,,,,,100,5.04,3,6.16848993301,2017_Jun_20_1013,60.1424443823,split,001,116,
x,x,36,Sie verlassen wegen  __________ die Wohnung.,dem Wetter,False,0.0,x,0,x,x,0,1,des Wetters,,,,,,,,,,,,,0,18,18,18,,,,,,,,,,,,,,,,,50,14.033,4,3.45855402946,2017_Jun_20_1013,60.1424443823,split,001,116,
x,x,46,"Es waren nur kleinere Delikte,  __________ sie überführt wurden.",derer,True,0.0,x,0,x,x,0,1,deren,,,,,,,,,,,,,0,19,19,19,,,,,,,,,,,,,,,,,21,8.895,3,7.56112313271,2017_Jun_20_1013,60.1424443823,split,001,116,
x,x,54,Bei der Einreise in viele Länder muss man __________ dabei haben.,Einreisevisa,False,0.0,x,0,x,x,0,1,Einreisevisen,,,,,,,,,,,,,0,20,20,20,,,,,,,,,,,,,,,,,0,20.683,3,4.80098390579,2017_Jun_20_1013,60.1424443823,split,001,116,
pl,y,15,Für die Verladung eines LKWs in den Airbus mussten die Techniker eine __________ durchführen.,Lastberechnung,False,0.8331451,sg,3,Last,Berechnung,1,1,Lastenberechnung,,,,,,,,,,,,,0,21,21,21,,,,,,,,,,,,,,,,,94,10.322,1,2.87655901909,2017_Jun_20_1013,60.1424443823,split,001,116,
x,x,44,Die Kinder fuhren mit  __________ unzureichenden Helmen zur Schule.,solchen,True,0.0,x,0,x,x,0,1,solch,,,,,,,,,,,,,0,22,22,22,,,,,,,,,,,,,,,,,100,5.919,7,1.87901496887,2017_Jun_20_1013,60.1424443823,split,001,116,
schreib,x,29,"Kim sah sich das Tennisspiel an, solange sie am __________ war.",Tee trinken,True,0.0,x,0,x,x,0,1,Teetrinken,,,,,,,,,,,,,0,23,23,23,,,,,,,,,,,,,,,,,0,6.183,4,3.19247817993,2017_Jun_20_1013,60.1424443823,split,001,116,
x,x,50,"Verglichen mit Ampeln sind __________ sicherer, aber teurer.",Unterführungen,True,0.0,x,0,x,x,0,1,Straßentunnel,,,,,,,,,,,,,0,24,24,24,,,,,,,,,,,,,,,,,50,11.421,3,6.71401381493,2017_Jun_20_1013,60.1424443823,split,001,116,
coll,n,1,Münster hat wegen einer neuen __________ jetzt ein einziges Wochenticket für alle Stadtbäder.,Badkooperation,False,0.984017,coll,0,Bad,Kooperation,0,1,Bäderkooperation,,,,,,,,,,,,,0,25,25,25,,,,,,,,,,,,,,,,,100,7.479,9,2.49410700798,2017_Jun_20_1013,60.1424443823,split,001,116,
x,x,52,Beim Lernen einer Sprache gibt es oft erhebliche phonetische __________ .,Anfangsschwierigkeiten,True,0.0,x,0,x,x,0,1,Anfangschwierigkeiten,,,,,,,,,,,,,0,26,26,26,,,,,,,,,,,,,,,,,0,15.195,8,2.71026802063,2017_Jun_20_1013,60.1424443823,split,001,116,
x,x,58,Im Magisterstudium musste man mehr __________ schreiben als im BA-Studium.,Seminarsarbeiten,False,0.0,x,0,x,x,0,1,Seminararbeiten,,,,,,,,,,,,,0,27,27,27,,,,,,,,,,,,,,,,,100,7.313,2,2.79342103004,2017_Jun_20_1013,60.1424443823,split,001,116,
x,x,38,"Die Teilnehmerinnen wussten überwiegend nicht, was  __________ ist.",Tupper-Ware,False,0.0,x,0,x,x,0,1,Tupperware,,,,,,,,,,,,,0,28,28,28,,,,,,,,,,,,,,,,,89,7.599,7,5.10339903831,2017_Jun_20_1013,60.1424443823,split,001,116,
coll,n,3,Dank einer __________ ändern sich einige Wanderrouten um Graz.,Wegzusammenlegung,False,0.34460415,coll,0,Weg,Zusammenlegung,0,1,Wegezusammenlegung,,,,,,,,,,,,,0,29,29,29,,,,,,,,,,,,,,,,,22,15.944,8,6.46659612656,2017_Jun_20_1013,60.1424443823,split,001,116,
x,x,51,Man darf im Büro nicht beim __________ erwischt werden.,Nichtstun,False,0.0,x,0,x,x,0,2,Nichtsmachen,,,,,,,,,,,,,0,30,30,30,,,,,,,,,,,,,,,,,0,7.565,8,4.09031796455,2017_Jun_20_1013,60.1424443823,split,001,116,
x,x,35,Unter keinen Umständen können  __________ vor Dezember stattfinden.,Neuwahlen,False,0.0,x,0,x,x,0,2,Neu-Wahlen,,,,,,,,,,,,,0,31,31,31,,,,,,,,,,,,,,,,,0,9.41,4,5.78619217873,2017_Jun_20_1013,60.1424443823,split,001,116,
coll,n,6,"Svenja gab Leon das Stück Holz, damit er einen korrekten __________ machen konnte.",Brettschliff,False,0.45619727,indiv,1,Brett,Schliff,0,2,Bretterschliff,,,,,,,,,,,,,0,32,32,32,,,,,,,,,,,,,,,,,0,6.3,8,6.75051999092,2017_Jun_20_1013,60.1424443823,split,001,116,
x,x,20,Im Urlaub __________ ich jeden Tag zu einem alten Wrack getaucht.,habe,True,0.0,x,0,x,x,0,2,bin,,,,,,,,,,,,,0,33,33,33,,,,,,,,,,,,,,,,,100,8.047,6,13.4160940647,2017_Jun_20_1013,60.1424443823,split,001,116,
coll,n,8,Nach dem Fechtunfall hatte Jonas einen __________ auf dem linken Oberarm.,Schwerterabdruck,True,0.20263783,indiv,0,Schwert,Abdruck,0,2,Schwertabdruck,,,,,,,,,,,,,0,34,34,34,,,,,,,,,,,,,,,,,100,8.498,8,5.98413491249,2017_Jun_20_1013,60.1424443823,split,001,116,
x,x,53,Ullis Hund sprang um uns herum vor __________ .,Wiedersehensfreude,False,0.0,x,0,x,x,0,2,Wiedersehenfreude,,,,,,,,,,,,,0,35,35,35,,,,,,,,,,,,,,,,,0,7.832,4,2.34448385239,2017_Jun_20_1013,60.1424443823,split,001,116,
x,x,47,"Frederick beobachtete einen Einbruch, konnte aber im __________ niemanden erkennen.",Mondschimmer,True,0.0,x,0,x,x,0,2,Mondschein,,,,,,,,,,,,,0,36,36,36,,,,,,,,,,,,,,,,,100,9.492,5,5.78401899338,2017_Jun_20_1013,60.1424443823,split,001,116,
x,x,57,Manche Menschen essen tatsächlich gerne ab und zu eine __________ .,Tüte Suppe,False,0.0,x,0,x,x,0,2,Tütensuppe,,,,,,,,,,,,,0,37,37,37,,,,,,,,,,,,,,,,,100,5.335,6,3.5583178997,2017_Jun_20_1013,60.1424443823,split,001,116,
x,x,45,Wir  __________ das Auto dem Mann mehr als gerne.,überließen,True,0.0,x,0,x,x,0,2,übergaben,,,,,,,,,,,,,0,38,38,38,,,,,,,,,,,,,,,,,50,13.468,7,2.01200985909,2017_Jun_20_1013,60.1424443823,split,001,116,
x,x,18,Svens Feuer __________ noch einmal kurz aufgeflammt.,hat,True,0.0,x,0,x,x,0,2,ist,,,,,,,,,,,,,0,39,39,39,,,,,,,,,,,,,,,,,100,4.69,4,4.55472493172,2017_Jun_20_1013,60.1424443823,split,001,116,
x,x,25,Die moderne Kindererziehung ist durch ein starkes __________ gekennzeichnet.,Sicherheits-Denken,False,0.0,x,0,x,x,0,2,Sicherheitsdenken,,,,,,,,,,,,,0,40,40,40,,,,,,,,,,,,,,,,,100,6.249,2,11.7182438374,2017_Jun_20_1013,60.1424443823,split,001,116,
pl,n,16,Yannick hat ein Hemd mit einem besonderen __________ anfertigen lassen.,Hemdschlitz,False,0.5650076,sg,0,Hemd,Schlitz,0,2,Hemdenschlitz,,,,,,,,,,,,,0,41,41,41,,,,,,,,,,,,,,,,,50,8.926,4,3.4917011261,2017_Jun_20_1013,60.1424443823,split,001,116,
schreib,x,32,"Leon konnte nur deshalb gewinnen, weil Johanna ihm __________ hat.",mutgemacht,False,0.0,x,0,x,x,0,2,Mut gemacht,,,,,,,,,,,,,0,42,42,42,,,,,,,,,,,,,,,,,100,9.511,8,4.19002103806,2017_Jun_20_1013,60.1424443823,split,001,116,
x,x,41,"Jetzt ist genau die richtige Zeit, um  __________ umzusetzen.",Nadelhölzer,True,0.0,x,0,x,x,0,2,Nadel-Hölzer,,,,,,,,,,,,,0,43,43,43,,,,,,,,,,,,,,,,,19,8.561,4,4.73870396614,2017_Jun_20_1013,60.1424443823,split,001,116,
pl,n,10,In einem physikalischen Experiment hat Max verschiedene __________ gemessen.,Kräftestärken,True,0.5575868,pl,0,Kraft,Stärke,0,2,Kraftstärken,,,,,,,,,,,,,0,44,44,44,,,,,,,,,,,,,,,,,76,11.086,5,4.22152709961,2017_Jun_20_1013,60.1424443823,split,001,116,
x,x,49,Nora hätte sich beim Einsteigen beinah an der __________ verletzt.,Autotür,True,0.0,x,0,x,x,0,2,Wagentür,,,,,,,,,,,,,0,45,45,45,,,,,,,,,,,,,,,,,50,10.16,3,2.07853007317,2017_Jun_20_1013,60.1424443823,split,001,116,
coll,n,4,Auf seinem üblichen Wanderweg wurde Marcel von einer neuen __________ überrascht.,Wegbeschriftung,False,0.34460415,indiv,0,Weg,Beschriftung,0,2,Wegebeschriftung,,,,,,,,,,,,,0,46,46,46,,,,,,,,,,,,,,,,,50,8.924,1,3.850522995,2017_Jun_20_1013,60.1424443823,split,001,116,
x,x,37,Die Gäste suchen die Wohnung des Herrn __________.,Gantenbeins,True,0.0,x,0,x,x,0,2,Gantenbein,,,,,,,,,,,,,0,47,47,47,,,,,,,,,,,,,,,,,99,10.44,5,3.00750184059,2017_Jun_20_1013,60.1424443823,split,001,116,
schreib,x,26,"Benjamin ruft seinen Freund an, weil er eine Frage zum __________ hat.",Berg Steigen,True,0.0,x,0,x,x,0,2,Bergsteigen,,,,,,,,,,,,,0,48,48,48,,,,,,,,,,,,,,,,,100,6.365,4,4.09038186073,2017_Jun_20_1013,60.1424443823,split,001,116,
x,x,39,Außer  __________ kann ich leider nichts mitbringen.,das Essen,True,0.0,x,0,x,x,0,2,dem Essen,,,,,,,,,,,,,0,49,49,49,,,,,,,,,,,,,,,,,100,5.317,7,5.07121682167,2017_Jun_20_1013,60.1424443823,split,001,116,
pl,n,12,Für jedes Pixel seines Bildschirmkunstwerks hat Jonas gesondert eine __________ festgelegt.,Punktefarbe,True,0.2778716,sg,0,Punkt,Farbe,0,2,Punktfarbe,,,,,,,,,,,,,0,50,50,50,,,,,,,,,,,,,,,,,50,13.581,8,2.31125020981,2017_Jun_20_1013,60.1424443823,split,001,116,
x,x,55,Maria und Jenny haben __________ Bilder von ihren Familienurlauben gezeigt.,einander,True,0.0,x,0,x,x,0,2,sich gegenseitig,,,,,,,,,,,,,0,51,51,51,,,,,,,,,,,,,,,,,50,6.432,3,10.052546978,2017_Jun_20_1013,60.1424443823,split,001,116,
x,x,43,Die Autos beider  __________ Fahrer wurden verschrottet.,beteiligter,False,0.0,x,0,x,x,0,2,beteiligten,,,,,,,,,,,,,0,52,52,52,,,,,,,,,,,,,,,,,100,7.915,3,2.72697997093,2017_Jun_20_1013,60.1424443823,split,001,116,
pl,n,14,"Bevor sie zu Ikea fuhren, haben Anne, Oskar und Leon alle möglichen __________ berechnet.",Bettenlängen,True,0.28060752,pl,7,Bett,Länge,3,2,Bettlängen,,,,,,,,,,,,,0,53,53,53,,,,,,,,,,,,,,,,,100,9.041,8,2.90989494324,2017_Jun_20_1013,60.1424443823,split,001,116,
schreib,x,31,"Sarah ging auf den Spielplatz, um __________.",seilzuspringen,False,0.0,x,0,x,x,0,2,Seil zu springen,,,,,,,,,,,,,0,54,54,54,,,,,,,,,,,,,,,,,100,5.886,5,2.51073384285,2017_Jun_20_1013,60.1424443823,split,001,116,
schreib,x,33,"Simone hört ein Hörbuch, während sie am __________ ist.",Bogen schießen,True,0.0,x,0,x,x,0,2,Bogenschießen,,,,,,,,,,,,,0,55,55,55,,,,,,,,,,,,,,,,,100,4.967,6,2.81004905701,2017_Jun_20_1013,60.1424443823,split,001,116,
x,x,22,"Teilnehmen kann nur, wer schon mindestens drei Marathons gelaufen __________ .",hat,True,0.0,x,0,x,x,0,2,ist,,,,,,,,,,,,,0,56,56,56,,,,,,,,,,,,,,,,,100,8.864,9,3.32548308372,2017_Jun_20_1013,60.1424443823,split,001,116,
coll,n,2,Neben dem __________ in Lankwitz gab es bis vor kurzem noch einen Kiosk.,Bädereingang,True,0.984017,indiv,2,Bad,Eingang,0,2,Badeingang,,,,,,,,,,,,,0,57,57,57,,,,,,,,,,,,,,,,,100,21.629,5,3.97181296349,2017_Jun_20_1013,60.1424443823,split,001,116,
