subExp,govComp,idx,sentence,opt1,swapped,prodQuotN1,cond,fNoLe,n1,n2,fLe,block,opt2,introloop1.thisRepN,introloop1.thisTrialN,introloop1.thisN,introloop1.thisIndex,introloop2.thisRepN,introloop2.thisTrialN,introloop2.thisN,introloop2.thisIndex,testruns.thisRepN,testruns.thisTrialN,testruns.thisN,testruns.thisIndex,realruns.thisRepN,realruns.thisTrialN,realruns.thisN,realruns.thisIndex,key_resp_2.keys,key_resp_2.rt,rating_2.response,rating_2.rt,key_resp_3.keys,key_resp_3.rt,key_resp_4.keys,key_resp_4.rt,key_resp_5.keys,key_resp_5.rt,rating_3.response,rating_3.rt,key_resp_7.keys,key_resp_7.rt,key_resp_6.keys,key_resp_6.rt,rating.response,rating.rt,key_resp_8.keys,key_resp_8.rt,date,frameRate,expName,session,participant,
coll,n,6,"Svenja gab Leon das Stück Holz, damit er einen korrekten __________ machen konnte.",Bretterschliff,True,0.45619727,indiv,1,Brett,Schliff,0,2,Brettschliff,,,,,,,,,,,,,0,6,6,6,,,,,,,,,,,,,,,,,45,20.447,3,3.3753631115,2017_Jun_19_1056,60.1420994295,split,001,872,
x,x,22,"Teilnehmen kann nur, wer schon mindestens drei Marathons gelaufen __________ .",hat,True,0.0,x,0,x,x,0,2,ist,,,,,,,,,,,,,0,7,7,7,,,,,,,,,,,,,,,,,100,10.575,9,2.07854104042,2017_Jun_19_1056,60.1420994295,split,001,872,
schreib,x,32,"Leon konnte nur deshalb gewinnen, weil Johanna ihm __________ hat.",mutgemacht,False,0.0,x,0,x,x,0,2,Mut gemacht,,,,,,,,,,,,,0,8,8,8,,,,,,,,,,,,,,,,,100,8.562,3,1.77920198441,2017_Jun_19_1056,60.1420994295,split,001,872,
pl,n,16,Yannick hat ein Hemd mit einem besonderen __________ anfertigen lassen.,Hemdschlitz,False,0.5650076,sg,0,Hemd,Schlitz,0,2,Hemdenschlitz,,,,,,,,,,,,,0,9,9,9,,,,,,,,,,,,,,,,,0,7.929,3,2.11175012589,2017_Jun_19_1056,60.1420994295,split,001,872,
x,x,47,"Frederick beobachtete einen Einbruch, konnte aber im __________ niemanden erkennen.",Mondschein,False,0.0,x,0,x,x,0,2,Mondschimmer,,,,,,,,,,,,,0,10,10,10,,,,,,,,,,,,,,,,,50,10.886,3,2.14499688148,2017_Jun_19_1056,60.1420994295,split,001,872,
x,x,57,Manche Menschen essen tatsächlich gerne ab und zu eine __________ .,Tüte Suppe,False,0.0,x,0,x,x,0,2,Tütensuppe,,,,,,,,,,,,,0,11,11,11,,,,,,,,,,,,,,,,,100,7.631,8,2.59396100044,2017_Jun_19_1056,60.1420994295,split,001,872,
pl,n,12,Für jedes Pixel seines Bildschirmkunstwerks hat Jonas gesondert eine __________ festgelegt.,Punktefarbe,True,0.2778716,sg,0,Punkt,Farbe,0,2,Punktfarbe,,,,,,,,,,,,,0,12,12,12,,,,,,,,,,,,,,,,,90,13.845,3,1.99533486366,2017_Jun_19_1056,60.1420994295,split,001,872,
x,x,37,Die Gäste suchen die Wohnung des Herrn __________.,Gantenbeins,True,0.0,x,0,x,x,0,2,Gantenbein,,,,,,,,,,,,,0,13,13,13,,,,,,,,,,,,,,,,,100,10.74,1,5.58645701408,2017_Jun_19_1056,60.1420994295,split,001,872,
pl,n,14,"Bevor sie zu Ikea fuhren, haben Anne, Oskar und Leon alle möglichen __________ berechnet.",Bettenlängen,True,0.28060752,pl,7,Bett,Länge,3,2,Bettlängen,,,,,,,,,,,,,0,14,14,14,,,,,,,,,,,,,,,,,100,9.071,2,2.74359416962,2017_Jun_19_1056,60.1420994295,split,001,872,
x,x,53,Ullis Hund sprang um uns herum vor __________ .,Wiedersehensfreude,False,0.0,x,0,x,x,0,2,Wiedersehenfreude,,,,,,,,,,,,,0,15,15,15,,,,,,,,,,,,,,,,,3,8.944,3,9.27352499962,2017_Jun_19_1056,60.1420994295,split,001,872,
coll,n,4,Auf seinem üblichen Wanderweg wurde Marcel von einer neuen __________ überrascht.,Wegebeschriftung,True,0.34460415,indiv,0,Weg,Beschriftung,0,2,Wegbeschriftung,,,,,,,,,,,,,0,16,16,16,,,,,,,,,,,,,,,,,100,12.514,7,17.8062810898,2017_Jun_19_1056,60.1420994295,split,001,872,
x,x,43,Die Autos beider  __________ Fahrer wurden verschrottet.,beteiligten,True,0.0,x,0,x,x,0,2,beteiligter,,,,,,,,,,,,,0,17,17,17,,,,,,,,,,,,,,,,,0,5.587,3,5.26716995239,2017_Jun_19_1056,60.1420994295,split,001,872,
schreib,x,33,"Simone hört ein Hörbuch, während sie am __________ ist.",Bogen schießen,True,0.0,x,0,x,x,0,2,Bogenschießen,,,,,,,,,,,,,0,18,18,18,,,,,,,,,,,,,,,,,100,7.661,4,1.89568591118,2017_Jun_19_1056,60.1420994295,split,001,872,
x,x,49,Nora hätte sich beim Einsteigen beinah an der __________ verletzt.,Wagentür,False,0.0,x,0,x,x,0,2,Autotür,,,,,,,,,,,,,0,19,19,19,,,,,,,,,,,,,,,,,70,7.384,8,4.70188808441,2017_Jun_19_1056,60.1420994295,split,001,872,
x,x,20,Im Urlaub __________ ich jeden Tag zu einem alten Wrack getaucht.,habe,True,0.0,x,0,x,x,0,2,bin,,,,,,,,,,,,,0,20,20,20,,,,,,,,,,,,,,,,,100,6.784,3,2.9930369854,2017_Jun_19_1056,60.1420994295,split,001,872,
x,x,39,Außer  __________ kann ich leider nichts mitbringen.,dem Essen,False,0.0,x,0,x,x,0,2,das Essen,,,,,,,,,,,,,0,21,21,21,,,,,,,,,,,,,,,,,0,9.392,1,3.72225499153,2017_Jun_19_1056,60.1420994295,split,001,872,
x,x,18,Svens Feuer __________ noch einmal kurz aufgeflammt.,hat,True,0.0,x,0,x,x,0,2,ist,,,,,,,,,,,,,0,22,22,22,,,,,,,,,,,,,,,,,100,9.13,6,2.74355602264,2017_Jun_19_1056,60.1420994295,split,001,872,
pl,n,10,In einem physikalischen Experiment hat Max verschiedene __________ gemessen.,Kraftstärken,False,0.5575868,pl,0,Kraft,Stärke,0,2,Kräftestärken,,,,,,,,,,,,,0,23,23,23,,,,,,,,,,,,,,,,,0,8.427,7,8.16379499435,2017_Jun_19_1056,60.1420994295,split,001,872,
x,x,51,Man darf im Büro nicht beim __________ erwischt werden.,Nichtstun,False,0.0,x,0,x,x,0,2,Nichtsmachen,,,,,,,,,,,,,0,24,24,24,,,,,,,,,,,,,,,,,32,7.35,8,1.9952890873,2017_Jun_19_1056,60.1420994295,split,001,872,
schreib,x,31,"Sarah ging auf den Spielplatz, um __________.",Seil zu springen,True,0.0,x,0,x,x,0,2,seilzuspringen,,,,,,,,,,,,,0,25,25,25,,,,,,,,,,,,,,,,,34,14.217,8,5.61993217468,2017_Jun_19_1056,60.1420994295,split,001,872,
x,x,41,"Jetzt ist genau die richtige Zeit, um  __________ umzusetzen.",Nadelhölzer,True,0.0,x,0,x,x,0,2,Nadel-Hölzer,,,,,,,,,,,,,0,26,26,26,,,,,,,,,,,,,,,,,9,6.13,2,3.54162192345,2017_Jun_19_1056,60.1420994295,split,001,872,
coll,n,2,Neben dem __________ in Lankwitz gab es bis vor kurzem noch einen Kiosk.,Bädereingang,True,0.984017,indiv,2,Bad,Eingang,0,2,Badeingang,,,,,,,,,,,,,0,27,27,27,,,,,,,,,,,,,,,,,90,6.2,4,3.07607197762,2017_Jun_19_1056,60.1420994295,split,001,872,
x,x,52,Beim Lernen einer Sprache gibt es oft erhebliche phonetische __________ .,Anfangschwierigkeiten,False,0.0,x,0,x,x,0,1,Anfangsschwierigkeiten,,,,,,,,,,,,,0,28,28,28,,,,,,,,,,,,,,,,,100,10.14,5,4.71878218651,2017_Jun_19_1056,60.1420994295,split,001,872,
x,x,17,Gute Qualität hat __________ Preis.,seinen,False,0.0,x,0,x,x,0,1,ihren,,,,,,,,,,,,,0,29,29,29,,,,,,,,,,,,,,,,,98,10.825,4,4.57112693787,2017_Jun_19_1056,60.1420994295,split,001,872,
pl,y,15,Für die Verladung eines LKWs in den Airbus mussten die Techniker eine __________ durchführen.,Lastenberechnung,True,0.8331451,sg,3,Last,Berechnung,1,1,Lastberechnung,,,,,,,,,,,,,0,30,30,30,,,,,,,,,,,,,,,,,91,8.776,4,3.97278404236,2017_Jun_19_1056,60.1420994295,split,001,872,
schreib,x,27,"Lara trat zur Seite, um __________.",platzzumachen,False,0.0,x,0,x,x,0,1,Platz zu machen,,,,,,,,,,,,,0,31,31,31,,,,,,,,,,,,,,,,,100,5.623,5,1.69608902931,2017_Jun_19_1056,60.1420994295,split,001,872,
x,x,24,Am Ende von Cindys Party sah man am Horizont schon den __________ der aufgehenden Sonne,Lichtschein,False,0.0,x,0,x,x,0,1,Licht-Schein,,,,,,,,,,,,,0,32,32,32,,,,,,,,,,,,,,,,,0,6.163,7,2.11169815063,2017_Jun_19_1056,60.1420994295,split,001,872,
pl,y,13,In einer Biologie-Studie führt Johanna viele __________ durch.,Blätteranalysen,True,0.5334598,pl,0,Blatt,Analyse,0,1,Blattanalysen,,,,,,,,,,,,,0,33,33,33,,,,,,,,,,,,,,,,,90,8.991,3,3.73906898499,2017_Jun_19_1056,60.1420994295,split,001,872,
x,x,44,Die Kinder fuhren mit  __________ unzureichenden Helmen zur Schule.,solchen,True,0.0,x,0,x,x,0,1,solch,,,,,,,,,,,,,0,34,34,34,,,,,,,,,,,,,,,,,100,8.348,1,4.15660905838,2017_Jun_19_1056,60.1420994295,split,001,872,
x,x,56,Auf __________ wird nur ein sehr geringes Pfand erhoben.,Biersflaschen,False,0.0,x,0,x,x,0,1,Bierflaschen,,,,,,,,,,,,,0,35,35,35,,,,,,,,,,,,,,,,,100,7.165,2,1.96220588684,2017_Jun_19_1056,60.1420994295,split,001,872,
x,x,46,"Es waren nur kleinere Delikte,  __________ sie überführt wurden.",derer,True,0.0,x,0,x,x,0,1,deren,,,,,,,,,,,,,0,36,36,36,,,,,,,,,,,,,,,,,3,7.3,4,3.65801811218,2017_Jun_19_1056,60.1420994295,split,001,872,
x,x,23,Die Gruppe __________ kurz vor dem Gipfel umgedreht.,ist,False,0.0,x,0,x,x,0,1,hat,,,,,,,,,,,,,0,37,37,37,,,,,,,,,,,,,,,,,50,9.761,9,7.59840393066,2017_Jun_19_1056,60.1420994295,split,001,872,
schreib,x,28,"Maria hat einen Kopfhörer gekauft, nachdem sie ihn __________ hatte.",probegehört,False,0.0,x,0,x,x,0,1,Probe gehört,,,,,,,,,,,,,0,38,38,38,,,,,,,,,,,,,,,,,97,5.915,2,2.11157393456,2017_Jun_19_1056,60.1420994295,split,001,872,
x,x,48,Kinder sollen sich auf dem __________ sicher fühlen können.,Fußgängerweg,True,0.0,x,0,x,x,0,1,Gehweg,,,,,,,,,,,,,0,39,39,39,,,,,,,,,,,,,,,,,80,7.016,7,7.99681687355,2017_Jun_19_1056,60.1420994295,split,001,872,
coll,n,7,Chris besitzt eine große __________ .,Schwertsammlung,False,0.20263783,coll,0,Schwert,Sammlung,1,1,Schwertersammlung,,,,,,,,,,,,,0,40,40,40,,,,,,,,,,,,,,,,,10,7.168,8,1.81246995926,2017_Jun_19_1056,60.1420994295,split,001,872,
x,x,19,Im Urlaub __________ ich jeden Tag bei einem alten Wrack getaucht.,bin,False,0.0,x,0,x,x,0,1,habe,,,,,,,,,,,,,0,41,41,41,,,,,,,,,,,,,,,,,0,7.4,1,2.94183206558,2017_Jun_19_1056,60.1420994295,split,001,872,
x,x,34,Er wurde trotz des bekannten Skandals  __________.,wiedergewählt,True,0.0,x,0,x,x,0,1,wieder gewählt,,,,,,,,,,,,,0,42,42,42,,,,,,,,,,,,,,,,,2,8.265,2,2.22809004784,2017_Jun_19_1056,60.1420994295,split,001,872,
coll,n,1,Münster hat wegen einer neuen __________ jetzt ein einziges Wochenticket für alle Stadtbäder.,Badkooperation,False,0.984017,coll,0,Bad,Kooperation,0,1,Bäderkooperation,,,,,,,,,,,,,0,43,43,43,,,,,,,,,,,,,,,,,73,10.569,2,3.17580986023,2017_Jun_19_1056,60.1420994295,split,001,872,
x,x,42,Im Fernrohr sahen wir den roten  __________ ganz deutlich.,Planeten,True,0.0,x,0,x,x,0,1,Planet,,,,,,,,,,,,,0,44,44,44,,,,,,,,,,,,,,,,,6,6.052,8,2.36113405228,2017_Jun_19_1056,60.1420994295,split,001,872,
coll,n,3,Dank einer __________ ändern sich einige Wanderrouten um Graz.,Wegzusammenlegung,False,0.34460415,coll,0,Weg,Zusammenlegung,0,1,Wegezusammenlegung,,,,,,,,,,,,,0,45,45,45,,,,,,,,,,,,,,,,,6,8.461,8,4.13984394073,2017_Jun_19_1056,60.1420994295,split,001,872,
x,x,50,"Verglichen mit Ampeln sind __________ sicherer, aber teurer.",Unterführungen,True,0.0,x,0,x,x,0,1,Straßentunnel,,,,,,,,,,,,,0,46,46,46,,,,,,,,,,,,,,,,,40,10.275,8,3.20836114883,2017_Jun_19_1056,60.1420994295,split,001,872,
x,x,36,Sie verlassen wegen  __________ die Wohnung.,dem Wetter,False,0.0,x,0,x,x,0,1,des Wetters,,,,,,,,,,,,,0,47,47,47,,,,,,,,,,,,,,,,,47,7.001,8,1.77921199799,2017_Jun_19_1056,60.1420994295,split,001,872,
schreib,x,30,"Melanie mag Fußball, weil es ein Sport zum __________ ist.",Spaß haben,True,0.0,x,0,x,x,0,1,Spaßhaben,,,,,,,,,,,,,0,48,48,48,,,,,,,,,,,,,,,,,56,6.832,8,3.10779905319,2017_Jun_19_1056,60.1420994295,split,001,872,
coll,n,5,Judith kam mit einem __________ unter dem Arm aus dem Baumarkt.,Brettbündel,False,0.45619727,coll,0,Brett,Bündel,0,1,Bretterbündel,,,,,,,,,,,,,0,49,49,49,,,,,,,,,,,,,,,,,56,6.667,6,1.94545006752,2017_Jun_19_1056,60.1420994295,split,001,872,
x,x,40,"In einer Studie wurde jetzt  __________, dass Aspirin nicht so gut wirkt wie gedacht.",nachgewiesen,True,0.0,x,0,x,x,0,1,bewiesen,,,,,,,,,,,,,0,50,50,50,,,,,,,,,,,,,,,,,30,7.563,1,2.90980291367,2017_Jun_19_1056,60.1420994295,split,001,872,
pl,y,9,Wegen der Gentrifizierung in Berlin gibt es zahlreiche __________ .,Häuserabbrüche,True,0.21190723,pl,5,Haus,Abbrüche,1,1,Hausabbrüche,,,,,,,,,,,,,0,51,51,51,,,,,,,,,,,,,,,,,85,8.261,7,2.76015782356,2017_Jun_19_1056,60.1420994295,split,001,872,
x,x,54,Bei der Einreise in viele Länder muss man __________ dabei haben.,Einreisevisen,True,0.0,x,0,x,x,0,1,Einreisevisa,,,,,,,,,,,,,0,52,52,52,,,,,,,,,,,,,,,,,100,7.498,3,3.95527100563,2017_Jun_19_1056,60.1420994295,split,001,872,
schreib,x,29,"Kim sah sich das Tennisspiel an, solange sie am __________ war.",Teetrinken,False,0.0,x,0,x,x,0,1,Tee trinken,,,,,,,,,,,,,0,53,53,53,,,,,,,,,,,,,,,,,4,6.451,2,2.26134896278,2017_Jun_19_1056,60.1420994295,split,001,872,
x,x,58,Im Magisterstudium musste man mehr __________ schreiben als im BA-Studium.,Seminararbeiten,True,0.0,x,0,x,x,0,1,Seminarsarbeiten,,,,,,,,,,,,,0,54,54,54,,,,,,,,,,,,,,,,,0,11.071,4,2.80998206139,2017_Jun_19_1056,60.1420994295,split,001,872,
x,x,21,Die Fans __________ Fabian die Bude eingerannt.,haben,True,0.0,x,0,x,x,0,1,sind,,,,,,,,,,,,,0,55,55,55,,,,,,,,,,,,,,,,,0,8.148,8,3.34030580521,2017_Jun_19_1056,60.1420994295,split,001,872,
x,x,38,"Die Teilnehmerinnen wussten überwiegend nicht, was  __________ ist.",Tupperware,True,0.0,x,0,x,x,0,1,Tupper-Ware,,,,,,,,,,,,,0,56,56,56,,,,,,,,,,,,,,,,,0,5.171,6,2.27800703049,2017_Jun_19_1056,60.1420994295,split,001,872,
pl,y,11,Die Düsseldorfer Friedhofsverwaltung hat heute erst eine __________ bearbeitet.,Grabbuchung,False,0.5313495,sg,0,Grab,Buchung,0,1,Gräberbuchung,,,,,,,,,,,,,0,57,57,57,,,,,,,,,,,,,,,,,0,6.98,6,1.96214795113,2017_Jun_19_1056,60.1420994295,split,001,872,
